code;position1;position2;position34;position8;description;JSON
873031.2;8;7;Hanche;2;Articulation de la hanche luxation ouverte;{ code : 873031.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation ouverte},
873032.2;8;7;Hanche;2;Articulation de la hanche luxation sans atteinte du cartilage articulaire;{ code : 873032.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation sans atteinte du cartilage articulaire},
873033.2;8;7;Hanche;2;Articulation de la hanche luxation sans atteinte du cartilage articulaire ouverte;{ code : 873033.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation sans atteinte du cartilage articulaire ouverte},
873034.2;8;7;Hanche;2;Articulation de la hanche luxation avec atteinte du cartilage articulaire;{ code : 873034.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation avec atteinte du cartilage articulaire},
873035.2;8;7;Hanche;2;Articulation de la hanche luxation avec atteinte du cartilage articulaire ouverte;{ code : 873035.2, position1 : 8, position2 : 7, position34 : Hanche, position8 : 2, description : Articulation de la hanche luxation avec atteinte du cartilage articulaire ouverte},
873089.1;8;7;Hanche;1;Articulation de la hanche ouverte;{ code : 873089.1, position1 : 8, position2 : 7, position34 : Hanche, position8 : 1, description : Articulation de la hanche ouverte},
873099.1;8;7;Hanche;1;Articulation de la hanche SAI;{ code : 873099.1, position1 : 8, position2 : 7, position34 : Hanche, position8 : 1, description : Articulation de la hanche SAI},
874010.1;8;7;Genou;1;Articulation du genou entorse;{ code : 874010.1, position1 : 8, position2 : 7, position34 : Genou, position8 : 1, description : Articulation du genou entorse},
874020.1;8;7;Genou;1;Articulation du genou subluxation;{ code : 874020.1, position1 : 8, position2 : 7, position34 : Genou, position8 : 1, description : Articulation du genou subluxation},
874030.2;8;7;Genou;2;Articulation du genou luxation SAI;{ code : 874030.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation SAI},
874031.2;8;7;Genou;2;Articulation du genou luxation ouverte;{ code : 874031.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation ouverte},
874032.2;8;7;Genou;2;Articulation du genou luxation sans atteinte du cartilage articulaire;{ code : 874032.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation sans atteinte du cartilage articulaire},
874033.2;8;7;Genou;2;Articulation du genou luxation sans atteinte du cartilage articulaire ouverte;{ code : 874033.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation sans atteinte du cartilage articulaire ouverte},
874034.2;8;7;Genou;2;Articulation du genou luxation avec atteinte du cartilage articulaire;{ code : 874034.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation avec atteinte du cartilage articulaire},
874035.2;8;7;Genou;2;Articulation du genou luxation avec atteinte du cartilage articulaire ouverte;{ code : 874035.2, position1 : 8, position2 : 7, position34 : Genou, position8 : 2, description : Articulation du genou luxation avec atteinte du cartilage articulaire ouverte},
874089.1;8;7;Genou;1;Articulation du genou ouverte;{ code : 874089.1, position1 : 8, position2 : 7, position34 : Genou, position8 : 1, description : Articulation du genou ouverte},
874099.1;8;7;Genou;1;Articulation du genou SAI;{ code : 874099.1, position1 : 8, position2 : 7, position34 : Genou, position8 : 1, description : Articulation du genou SAI},
877110.1;8;7;Cheville;1;Articulation de la cheville entorse;{ code : 877110.1, position1 : 8, position2 : 7, position34 : Cheville, position8 : 1, description : Articulation de la cheville entorse},
877120.1;8;7;Cheville;1;Articulation de la cheville subluxation;{ code : 877120.1, position1 : 8, position2 : 7, position34 : Cheville, position8 : 1, description : Articulation de la cheville subluxation},
877130.2;8;7;Cheville;2;Articulation de la cheville luxation SAI;{ code : 877130.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation SAI},
877131.2;8;7;Cheville;2;Articulation de la cheville luxation ouverte;{ code : 877131.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation ouverte},
877132.2;8;7;Cheville;2;Articulation de la cheville luxation sans atteinte du cartilage articulaire;{ code : 877132.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation sans atteinte du cartilage articulaire},
877133.2;8;7;Cheville;2;Articulation de la cheville luxation sans atteinte du cartilage articulaire ouverte;{ code : 877133.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation sans atteinte du cartilage articulaire ouverte},
877134.2;8;7;Cheville;2;Articulation de la cheville luxation avec atteinte du cartilage articulaire;{ code : 877134.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation avec atteinte du cartilage articulaire},
877135.2;8;7;Cheville;2;Articulation de la cheville luxation avec atteinte du cartilage articulaire ouverte;{ code : 877135.2, position1 : 8, position2 : 7, position34 : Cheville, position8 : 2, description : Articulation de la cheville luxation avec atteinte du cartilage articulaire ouverte},
877189.1;8;7;Cheville;1;Articulation de la cheville ouverte;{ code : 877189.1, position1 : 8, position2 : 7, position34 : Cheville, position8 : 1, description : Articulation de la cheville ouverte},
877199.1;8;7;Cheville;1;Articulation de la cheville SAI;{ code : 877199.1, position1 : 8, position2 : 7, position34 : Cheville, position8 : 1, description : Articulation de la cheville SAI},
877210.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne entorse;{ code : 877210.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne entorse},
877220.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne subluxation;{ code : 877220.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne subluxation},
877230.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation SAI;{ code : 877230.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation SAI},
877231.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation ouverte;{ code : 877231.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation ouverte},
877232.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation sans atteinte du cartilage articulaire;{ code : 877232.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation sans atteinte du cartilage articulaire},
877233.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation sans atteinte du cartilage articulaire ouverte;{ code : 877233.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation sans atteinte du cartilage articulaire ouverte},
877234.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation avec atteinte du cartilage articulaire;{ code : 877234.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation avec atteinte du cartilage articulaire},
877235.1;8;7;Astralago-calcanéenne;1;Articulation astralago-calcanéenne luxation avec atteinte du cartilage articulaire ouverte;{ code : 877235.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astralago-calcanéenne luxation avec atteinte du cartilage articulaire ouverte},
877289.1;8;7;Astralago-calcanéenne;1;Articulation astragalo-calcanéenne ouverte;{ code : 877289.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astragalo-calcanéenne ouverte},
877299.1;8;7;Astralago-calcanéenne;1;Articulation astragalo-calcanéenne SAI;{ code : 877299.1, position1 : 8, position2 : 7, position34 : Astralago-calcanéenne, position8 : 1, description : Articulation astragalo-calcanéenne SAI},
877710.1;8;7;Médiotarsienne;1;Articulation médiotarsienne entorse;{ code : 877710.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne entorse},
877720.1;8;7;Médiotarsienne;1;Articulation médiotarsienne subluxation;{ code : 877720.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne subluxation},
877730.1;8;7;Médiotarsienne;1;Articulation médiotarsienne luxation SAI [Chopart];{ code : 877730.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne luxation SAI [Chopart]},
877731.1;8;7;Médiotarsienne;1;Articulation médiotrasienne luxation ouverte;{ code : 877731.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotrasienne luxation ouverte},
877732.1;8;7;Médiotarsienne;1;Articulation médiotarsienne luxation sans atteinte du cartilage articulaire;{ code : 877732.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne luxation sans atteinte du cartilage articulaire},
877733.1;8;7;Médiotarsienne;1;Articulation médiotarsienne luxation sans atteinte du cartilage articulaire ouverte;{ code : 877733.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne luxation sans atteinte du cartilage articulaire ouverte},
877734.1;8;7;Médiotarsienne;1;Articulation médiotarsienne luxation avec atteinte du cartilage articulaire;{ code : 877734.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne luxation avec atteinte du cartilage articulaire},
877735.1;8;7;Médiotarsienne;1;Articulation médiotarsienne luxation avec atteinte de cartilage articulaire ouverte;{ code : 877735.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne luxation avec atteinte de cartilage articulaire ouverte},
877789.1;8;7;Médiotarsienne;1;Articulation médiotarsienne ouverte;{ code : 877789.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne ouverte},
877799.1;8;7;Médiotarsienne;1;Articulation médiotarsienne SAI;{ code : 877799.1, position1 : 8, position2 : 7, position34 : Médiotarsienne, position8 : 1, description : Articulation médiotarsienne SAI},
878010.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne entorse;{ code : 878010.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne entorse},
878020.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne subluxation;{ code : 878020.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne subluxation},
878030.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation SAI [Lisfranc];{ code : 878030.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation SAI [Lisfranc]},
878031.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation ouverte;{ code : 878031.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation ouverte},
878032.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation sans atteinte du cartilage articulaire;{ code : 878032.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation sans atteinte du cartilage articulaire},
878033.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation sans atteinte du cartilage articulaire ouverte;{ code : 878033.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation sans atteinte du cartilage articulaire ouverte},
878034.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation avec atteinte du cartilage articulaire;{ code : 878034.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation avec atteinte du cartilage articulaire},
878035.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne luxation avec atteinte du cartilage articulaire ouverte;{ code : 878035.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne luxation avec atteinte du cartilage articulaire ouverte},
878089.1;8;7;Tarso-métatarsienne;1;Articulation tarso-métatarsienne ouverte;{ code : 878089.1, position1 : 8, position2 : 7, position34 : Tarso-métatarsienne, position8 : 1, description : Articulation tarso-métatarsienne ouverte},
